fac_id,surveyed,stratum,fpc_fac,fpc_abs,wgt_abs,wgt_know_b,wgt_know_c,wgt_know_d,wgt_know_e,wgt_know_f,wgt_know_g,wgt_know_h,fpc_know_b,fpc_know_c,fpc_know_d,fpc_know_e,fpc_know_f,fpc_know_g,fpc_know_h,fpc_15,fpc_67,wgt_fac
81,1,4,0.32,1.0,39.613686,6.0944133,6.0944133,6.0944133,6.0944133,6.0944133,4.062942,4.062942,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,3.0472066
82,1,4,0.32,0.4,112.74664,8.247772,8.247772,8.247772,8.247772,8.247772,8.247772,8.247772,0.36945814,0.36945814,0.36945814,0.36945814,0.36945814,0.36945814,0.36945814,0.36945814,0.36945814,3.0472066
83,1,4,0.32,1.0,33.046955,12.392608,12.392608,12.392608,12.392608,12.392608,12.392608,12.392608,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,4.1308694
84,1,4,0.32,0.4,161.10391,50.313988,50.313988,50.313988,50.313988,50.313988,20.125597,20.125597,0.08210181,0.08210181,0.08210181,0.08210181,0.08210181,0.20525451,0.20525451,0.08210181,0.20525451,4.1308694
85,1,4,0.32,1.0,90.87913,6.884782,6.884782,6.884782,6.884782,6.884782,5.1635866,5.1635866,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.8,4.1308694
86,1,4,0.32,1.0,33.924736,5.6541224,5.6541224,5.6541224,5.6541224,5.6541224,3.7694151,3.7694151,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,1.0,1.0,0.6666667,1.0,3.7694151
87,1,1,0.21064301,1.0,45.492584,18.955244,18.955244,18.955244,18.955244,18.955244,9.477622,9.477622,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.4,0.8,7.5820975
88,1,3,0.36619717,1.0,28.872807,10.827302,10.827302,10.827302,10.827302,10.827302,10.827302,10.827302,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,7.2182016
89,1,1,0.21064301,1.0,22.187355,14.79157,14.79157,14.79157,14.79157,14.79157,7.395785,7.395785,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,7.395785
90,1,3,0.36619717,0.5882353,111.53798,50.69908,50.69908,50.69908,50.69908,50.69908,16.899693,16.899693,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.3,5.069908
91,1,1,0.21064301,1.0,40.1209,,,,,,40.1209,40.1209,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,20.06045
92,1,1,0.21064301,1.0,16.822018,11.214678,11.214678,11.214678,11.214678,11.214678,5.607339,5.607339,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,5.607339
93,1,1,0.21064301,1.0,19.172495,12.781663,12.781663,12.781663,12.781663,12.781663,6.3908315,6.3908315,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,6.3908315
94,1,1,0.21064301,1.0,5.5464926,2.7732463,2.7732463,2.7732463,2.7732463,2.7732463,2.7732463,2.7732463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7732463
95,1,1,0.21064301,1.0,7.253436,4.835624,4.835624,4.835624,4.835624,4.835624,2.417812,2.417812,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,2.417812
96,1,1,0.21064301,1.0,13.851654,11.543045,11.543045,11.543045,11.543045,11.543045,3.8476815,3.8476815,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.2,0.6,2.308609
97,1,1,0.21064301,1.0,45.82514,11.456285,11.456285,11.456285,11.456285,11.456285,11.456285,11.456285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.456285
98,1,1,0.21064301,1.0,20.835077,13.890052,13.890052,13.890052,13.890052,13.890052,3.472513,3.472513,0.25,0.25,0.25,0.25,0.25,1.0,1.0,0.25,1.0,3.472513
99,1,1,0.21064301,1.0,12.543926,,,,,,9.407945,9.407945,0.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334,0.0,0.33333334,3.1359816
100,1,1,0.21064301,1.0,14.707443,3.1515949,3.1515949,3.1515949,3.1515949,3.1515949,2.1010633,2.1010633,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,1.0,1.0,0.6666667,1.0,2.1010633
101,1,1,0.21064301,1.0,9.321177,6.9908824,6.9908824,6.9908824,6.9908824,6.9908824,3.4954412,3.4954412,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.6666667,0.6666667,0.33333334,0.6666667,2.3302941
102,1,3,0.36619717,1.0,19.939898,13.293265,13.293265,13.293265,13.293265,13.293265,6.6466327,6.6466327,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,6.6466327
103,1,1,0.21064301,1.0,11.318868,,,,,,11.318868,11.318868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11.318868
104,1,1,0.21064301,1.0,16.033533,10.689022,10.689022,10.689022,10.689022,10.689022,5.344511,5.344511,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,5.344511
105,1,3,0.36619717,1.0,7.773538,6.2188306,6.2188306,6.2188306,6.2188306,6.2188306,2.0729434,2.0729434,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.75,1.5547076
106,1,1,0.21064301,1.0,41.25981,16.503925,16.503925,16.503925,16.503925,16.503925,8.251963,8.251963,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,8.251963
107,1,1,0.21064301,1.0,9.909527,6.6063514,6.6063514,6.6063514,6.6063514,6.6063514,3.3031757,3.3031757,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,3.3031757
108,1,3,0.36619717,0.90909094,23.330679,5.8326697,5.8326697,5.8326697,5.8326697,5.8326697,2.333068,2.333068,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.71428573,0.71428573,0.2857143,0.71428573,1.6664771
109,1,1,0.21064301,1.0,8.208873,8.208873,8.208873,8.208873,8.208873,8.208873,4.1044364,4.1044364,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,4.1044364
110,1,3,0.36619717,1.0,67.43512,,,,,,50.57634,50.57634,0.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334,0.0,0.33333334,16.85878
111,1,5,0.7307692,0.4,46.526318,4.105263,4.105263,4.105263,4.105263,4.105263,2.7368422,2.7368422,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.5,0.5,0.33333334,0.5,1.3684211
112,1,1,0.21064301,1.0,11.788944,8.841708,8.841708,8.841708,8.841708,8.841708,8.841708,8.841708,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,2.947236
113,1,1,0.21064301,1.0,7.28189,4.369134,4.369134,4.369134,4.369134,4.369134,2.184567,2.184567,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.6666667,0.6666667,0.33333334,0.6666667,1.456378
114,1,3,0.36619717,1.0,16.890419,4.6064777,4.6064777,4.6064777,4.6064777,4.6064777,1.5354927,1.5354927,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,1.0,1.0,0.33333334,1.0,1.5354927
115,1,1,0.21064301,1.0,5.3692017,,,,,,2.6846008,2.6846008,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.6846008
116,1,1,0.21064301,1.0,9.492813,6.3285418,6.3285418,6.3285418,6.3285418,6.3285418,3.1642709,3.1642709,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,3.1642709
117,1,1,0.21064301,1.0,19.423056,6.474352,6.474352,6.474352,6.474352,6.474352,4.3162346,4.3162346,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,3.237176
118,1,5,0.7307692,0.4,69.789474,19.541052,19.541052,19.541052,19.541052,19.541052,9.770526,9.770526,0.070028014,0.070028014,0.070028014,0.070028014,0.070028014,0.14005603,0.14005603,0.070028014,0.14005603,1.3684211
119,1,1,0.21064301,1.0,11.716629,11.716629,11.716629,11.716629,11.716629,11.716629,5.8583145,5.8583145,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,5.8583145
120,1,1,0.21064301,1.0,39.660202,19.830101,19.830101,19.830101,19.830101,19.830101,9.9150505,9.9150505,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.6666667,0.6666667,0.33333334,0.6666667,6.610034
121,1,1,0.21064301,1.0,41.96179,,,,,,41.96179,41.96179,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,20.980894
122,1,5,0.7307692,0.5263158,39.68421,4.105263,4.105263,4.105263,4.105263,4.105263,2.463158,2.463158,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.5555556,0.5555556,0.33333334,0.5555556,1.3684211
123,1,1,0.21064301,1.0,15.577744,15.577744,15.577744,15.577744,15.577744,15.577744,15.577744,15.577744,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7.788872
124,1,3,0.36619717,1.0,6.0186367,2.0062122,2.0062122,2.0062122,2.0062122,2.0062122,2.0062122,2.0062122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0062122
125,1,1,0.21064301,1.0,10.243511,6.8290076,6.8290076,6.8290076,6.8290076,6.8290076,6.8290076,6.8290076,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.4145038
126,1,3,0.36619717,0.6666667,39.586956,10.41762,10.41762,10.41762,10.41762,10.41762,3.47254,3.47254,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.2,0.6,2.083524
127,1,1,0.21064301,1.0,9.819199,9.819199,9.819199,9.819199,9.819199,9.819199,4.9095993,4.9095993,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,4.9095993
128,1,1,0.21064301,1.0,13.8343315,,,,,,13.8343315,13.8343315,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.8343315
129,1,3,0.36619717,1.0,29.737633,5.664311,5.664311,5.664311,5.664311,5.664311,4.2482333,4.2482333,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.375,0.5,2.1241167
130,1,1,0.21064301,1.0,14.835539,14.835538,14.835538,14.835538,14.835538,14.835538,4.9451795,4.9451795,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,1.0,1.0,0.33333334,1.0,4.9451795
131,1,5,0.7307692,0.4347826,45.157894,19.157894,19.157894,19.157894,19.157894,19.157894,9.578947,9.578947,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.14285715,0.14285715,0.071428575,0.14285715,1.3684211
132,1,3,0.36619717,1.0,159.92508,14.538643,14.538643,14.538643,14.538643,14.538643,10.903982,10.903982,0.5,0.5,0.5,0.5,0.5,0.6666667,0.6666667,0.5,0.6666667,7.2693214
133,1,1,0.21064301,1.0,13.107261,3.932178,3.932178,3.932178,3.932178,3.932178,3.932178,3.932178,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,2.621452
134,1,1,0.21064301,1.0,8.278694,8.278694,8.278694,8.278694,8.278694,8.278694,4.139347,4.139347,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,4.139347
135,1,2,0.23880596,1.0,18.827217,18.827217,18.827217,18.827217,18.827217,18.827217,18.827217,18.827217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.827217
136,1,4,0.32,0.4,41.540775,5.1273184,5.1273184,5.1273184,5.1273184,5.1273184,2.2788084,2.2788084,0.23148148,0.23148148,0.23148148,0.23148148,0.23148148,0.5208333,0.5208333,0.23148148,0.5208333,1.1868793
137,1,2,0.23880596,1.0,111.183464,41.693798,41.693798,41.693798,41.693798,41.693798,41.693798,41.693798,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,27.795866
138,1,1,0.21064301,1.0,4.7800713,4.7800713,4.7800713,4.7800713,4.7800713,4.7800713,4.7800713,4.7800713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7800713
139,1,1,0.21064301,1.0,4.38291,4.38291,4.38291,4.38291,4.38291,4.38291,2.191455,2.191455,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,2.191455
140,1,1,0.21064301,1.0,47.273926,,,,,,15.757975,15.757975,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.757975
141,1,3,0.36619717,1.0,16.16335,12.122512,12.122512,12.122512,12.122512,12.122512,4.0408373,4.0408373,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,1.0,1.0,0.33333334,1.0,4.0408373
142,1,5,0.7307692,0.625,32.842106,4.7894735,4.7894735,4.7894735,4.7894735,4.7894735,3.1929824,3.1929824,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.42857143,0.42857143,0.2857143,0.42857143,1.3684211
143,1,1,0.21064301,1.0,17.670095,17.670095,17.670095,17.670095,17.670095,17.670095,8.835048,8.835048,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,8.835048
